label,n_samples,video_accuracy,avg_confidence
abseiling,3,0.6666666666666666,0.7401893980376603
air drumming,3,1.0,0.7241717239070421
answering questions,3,0.3333333333333333,0.3963439695787831
applauding,3,0.3333333333333333,0.364539318828633
applying cream,3,0.6666666666666666,0.6636230076802262
archery,3,0.6666666666666666,0.7341217367286497
arm wrestling,3,1.0,0.999999817365255
arranging flowers,3,1.0,0.9895231108859653
assembling computer,3,1.0,0.8304562419503604
auctioning,3,0.3333333333333333,0.3167507359137138
baby waking up,3,0.6666666666666666,0.4580742413537544
baking cookies,3,1.0,0.516065012080637
balloon blowing,3,1.0,0.9809648050711705
bandaging,3,1.0,0.7115686125389669
barbequing,3,1.0,0.6743532053743001
bartending,3,0.6666666666666666,0.7651968864356579
beatboxing,2,0.5,0.3630506214996179
