label,n_samples,video_accuracy,avg_confidence
abseiling,3,0.6666666666666666,0.7451164524390332
air drumming,3,1.0,0.7241717239070421
answering questions,3,0.3333333333333333,0.3982177967667894
applauding,3,0.3333333333333333,0.364539318828633
applying cream,3,0.6666666666666666,0.6636230076802262
archery,3,0.6666666666666666,0.7355201593576334
arm wrestling,3,1.0,0.999999817365255
arranging flowers,3,1.0,0.9894249073715291
assembling computer,3,1.0,0.8303667653587389
auctioning,3,0.3333333333333333,0.316881411518988
baby waking up,3,0.6666666666666666,0.4580742413537544
baking cookies,3,1.0,0.5164543654814158
balloon blowing,3,1.0,0.9809648050711705
bandaging,3,1.0,0.7115686125389669
barbequing,3,1.0,0.6727935197110423
bartending,3,0.6666666666666666,0.7632754763372902
beatboxing,2,0.5,0.3623466020656957
