label,n_samples,video_accuracy,avg_confidence
abseiling,3,0.6666666666666666,0.8015194893780575
air drumming,3,0.6666666666666666,0.7518929924128374
answering questions,3,0.6666666666666666,0.7455317842841184
applauding,3,0.3333333333333333,0.6100571601247703
applying cream,3,0.6666666666666666,0.6826046708005445
archery,3,0.3333333333333333,0.7236881134601739
arm wrestling,3,1.0,0.999999439527118
arranging flowers,3,1.0,0.9989874013777702
assembling computer,3,1.0,0.9642151132386217
auctioning,3,1.0,0.6280760408910679
baby waking up,3,1.0,0.5568536680913878
baking cookies,3,1.0,0.6170292058677385
balloon blowing,3,1.0,0.9931747550101874
bandaging,3,1.0,0.848158412213214
barbequing,3,1.0,0.8846698892050483
bartending,3,0.6666666666666666,0.7959736749694378
beatboxing,2,1.0,0.28536484241485593
