label,n_samples,video_accuracy,avg_confidence
abseiling,3,0.6666666666666666,0.736724555767006
air drumming,3,1.0,0.7356581791052742
answering questions,3,0.6666666666666666,0.31641889557658187
applauding,3,0.0,0.33120606690645216
applying cream,3,0.6666666666666666,0.5101113901720229
archery,3,0.6666666666666666,0.6840601457703498
arm wrestling,3,1.0,0.9999183164618795
arranging flowers,3,1.0,0.976116924657096
assembling computer,3,1.0,0.7515832432052566
auctioning,3,0.0,0.4087789229513743
baby waking up,3,1.0,0.4370859528644289
baking cookies,3,0.6666666666666666,0.4664654292318004
balloon blowing,3,1.0,0.9759238090323304
bandaging,3,1.0,0.6987769363661714
barbequing,3,1.0,0.5880772125353122
bartending,3,0.3333333333333333,0.6849113237843211
beatboxing,2,0.5,0.3411481552446882
