stride_frames,video_top1_accuracy,chunk_top1_accuracy,prediction_switch_rate_avg,infer_avg_ms,tx_avg_ms,end_to_end_avg_ms,n_dropped_chunks
4,0.7488888888888888,0.6899595373054046,0.13719877579354575,9.684492691578965,246.92371093643985,279.9536872975869,40.55555555555556
8,0.75,0.6875061521625139,0.14927047722436756,9.725349359485206,247.09567368581966,280.2499602363266,20.77777777777778
