effective_clip_frames,video_top1_accuracy,chunk_top1_accuracy,prediction_switch_rate_avg,infer_avg_ms,tx_avg_ms,end_to_end_avg_ms,n_dropped_chunks
4,0.815,0.7165636947065498,0.15778095177400772,9.51089352937772,105.76753323899013,138.5968318120896,38.583333333333336
8,0.74,0.6776355447473844,0.15476154866150063,9.676602149324184,211.62972150644268,244.56679078208975,32.083333333333336
16,0.6933333333333332,0.6719992947479437,0.11716137909136158,9.927267397894353,423.6318221879565,457.14184870669095,21.333333333333332
