network_delay_ms,packet_loss,video_top1_accuracy,chunk_top1_accuracy,prediction_switch_rate_avg,infer_avg_ms,tx_avg_ms,end_to_end_avg_ms,n_dropped_chunks
0.0,0.0,0.75,0.688128330973504,0.14252604540084146,9.704646542728282,247.00969231112973,256.714338853858,0.0
0.0,0.01,0.75,0.6885336540558273,0.14283656243886636,9.687054398929423,247.00969231112973,256.6505680008779,18.666666666666668
0.0,0.05,0.7483333333333334,0.6895365491725464,0.14434127168716215,9.7391612611665,247.00969231112973,256.9566635723623,73.33333333333333
20.0,0.0,0.75,0.688128330973504,0.14252604540084146,9.729004458559734,247.00969231112973,276.73869676968945,0.0
20.0,0.01,0.75,0.6885336540558273,0.14283656243886636,9.71321705193686,247.00969231112973,276.67673065388533,18.666666666666668
20.0,0.05,0.7483333333333334,0.6895365491725464,0.14434127168716215,9.672168158838083,247.00969231112973,276.8896704700339,73.33333333333333
50.0,0.0,0.75,0.688128330973504,0.14252604540084146,9.722364461305856,247.00969231112973,306.7320567724356,0.0
50.0,0.01,0.75,0.6885336540558273,0.14283656243886636,9.688847154350066,247.00969231112973,306.65236075629855,18.666666666666668
50.0,0.05,0.7483333333333334,0.6895365491725464,0.14434127168716215,9.687825741973963,247.00969231112973,306.9053280531699,73.33333333333333
