name,model_name,backend_used,effective_clip_frames,effective_sampling_rate,input_resize,input_crop,stride_frames,bandwidth_mbps,network_delay_ms,packet_loss,queue_delay_ms,jpeg_quality,n_total_manifest_rows,n_evaluated_videos,n_skipped_videos,video_top1_accuracy,avg_confidence,n_gt_classes_in_eval,n_pred_classes_in_eval,n_chunks,n_effective_chunks,n_dropped_chunks,chunk_top1_accuracy,infer_avg_ms,infer_p95_ms,tx_avg_ms,first_result_ms,end_to_end_avg_ms,prediction_switch_rate_avg,run_wall_time_sec,run_wall_time_min
chunk_frames_8__input_resize_182__sampling_rate_6__stride_frames_8__bandwidth_mbps_1_0__network_delay_ms_20_0__packet_loss_0_2__jpeg_quality_80,x3d_xs,pytorchvideo_hub,8,6,182,182,8,1.0,20.0,0.2,0.0,80,20,20,0,0.7,0.594512530518706,7,12,508,416,92,0.5961538461538461,10.763564903842193,11.84382500287029,495.9110174704724,542.2243787502637,528.5236497896595,0.2203034670008354,9.103923399998166,0.1517320566666361
chunk_frames_8__input_resize_182__sampling_rate_6__stride_frames_8__bandwidth_mbps_1_0__network_delay_ms_50_0__packet_loss_0_2__jpeg_quality_80,x3d_xs,pytorchvideo_hub,8,6,182,182,8,1.0,50.0,0.2,0.0,80,20,20,0,0.7,0.594512530518706,7,12,508,416,92,0.5961538461538461,11.102794951931664,12.876250000772416,495.9110174704724,572.5155937489151,558.862879837749,0.2203034670008354,9.326552699996682,0.1554425449999447
chunk_frames_8__input_resize_182__sampling_rate_6__stride_frames_8__bandwidth_mbps_1_0__network_delay_ms_100_0__packet_loss_0_2__jpeg_quality_80,x3d_xs,pytorchvideo_hub,8,6,182,182,8,1.0,100.0,0.2,0.0,80,20,20,0,0.7,0.594512530518706,7,12,508,416,92,0.5961538461538461,10.56227235559303,11.683474998790189,495.9110174704724,622.0759337498864,608.3223572414104,0.2203034670008354,8.95980050000071,0.1493300083333451
chunk_frames_8__input_resize_182__sampling_rate_6__stride_frames_8__bandwidth_mbps_4_0__network_delay_ms_20_0__packet_loss_0_2__jpeg_quality_80,x3d_xs,pytorchvideo_hub,8,6,182,182,8,4.0,20.0,0.2,0.0,80,20,20,0,0.7,0.594512530518706,7,12,508,416,92,0.5961538461538461,11.003183894427613,12.349249998806044,123.9777543676181,159.27762343737703,155.44320511588194,0.2203034670008354,9.295132899998862,0.1549188816666477
chunk_frames_8__input_resize_182__sampling_rate_6__stride_frames_8__bandwidth_mbps_4_0__network_delay_ms_50_0__packet_loss_0_2__jpeg_quality_80,x3d_xs,pytorchvideo_hub,8,6,182,182,8,4.0,50.0,0.2,0.0,80,20,20,0,0.7,0.594512530518706,7,12,508,416,92,0.5961538461538461,11.32297644195345,12.873325000327895,123.9777543676181,189.6204784377944,185.7629976634078,0.2203034670008354,9.496895999996925,0.1582815999999487
chunk_frames_8__input_resize_182__sampling_rate_6__stride_frames_8__bandwidth_mbps_4_0__network_delay_ms_100_0__packet_loss_0_2__jpeg_quality_80,x3d_xs,pytorchvideo_hub,8,6,182,182,8,4.0,100.0,0.2,0.0,80,20,20,0,0.7,0.594512530518706,7,12,508,416,92,0.5961538461538461,11.365389663471714,13.032375001785113,123.9777543676181,239.7845984371117,235.80541088492603,0.2203034670008354,9.544275000000198,0.1590712500000033
chunk_frames_8__input_resize_182__sampling_rate_6__stride_frames_8__bandwidth_mbps_8_0__network_delay_ms_20_0__packet_loss_0_2__jpeg_quality_80,x3d_xs,pytorchvideo_hub,8,6,182,182,8,8.0,20.0,0.2,0.0,80,20,20,0,0.7,0.594512530518706,7,12,508,416,92,0.5961538461538461,10.948265144022049,12.270500003069174,61.98887718380905,95.71607672016545,93.1682757547492,0.2203034670008354,9.29950860000099,0.1549918100000165
chunk_frames_8__input_resize_182__sampling_rate_6__stride_frames_8__bandwidth_mbps_8_0__network_delay_ms_50_0__packet_loss_0_2__jpeg_quality_80,x3d_xs,pytorchvideo_hub,8,6,182,182,8,8.0,50.0,0.2,0.0,80,20,20,0,0.7,0.594512530518706,7,12,508,416,92,0.5961538461538461,10.67135961564138,12.036425001497264,61.98887718380905,125.28250671948771,122.89137022636854,0.2203034670008354,9.067543100005423,0.1511257183334237
chunk_frames_8__input_resize_182__sampling_rate_6__stride_frames_8__bandwidth_mbps_8_0__network_delay_ms_100_0__packet_loss_0_2__jpeg_quality_80,x3d_xs,pytorchvideo_hub,8,6,182,182,8,8.0,100.0,0.2,0.0,80,20,20,0,0.7,0.594512530518706,7,12,508,416,92,0.5961538461538461,10.554594230720443,11.780975000874603,61.98887718380905,175.45248171900457,172.7746048414476,0.2203034670008354,8.956385500001488,0.1492730916666914
chunk_frames_4__input_resize_182__sampling_rate_12__stride_frames_8__bandwidth_mbps_1_0__network_delay_ms_20_0__packet_loss_0_2__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,12,182,182,8,1.0,20.0,0.2,0.0,80,20,20,0,0.65,0.7575046883443756,7,13,508,416,92,0.6322115384615384,10.50253725953518,11.736124999515596,248.4819912647638,287.24699625034555,279.9430045071313,0.1566653229811124,7.361289000000397,0.1226881500000066
