name,model_name,backend_used,effective_clip_frames,effective_sampling_rate,input_resize,input_crop,stride_frames,bandwidth_mbps,network_delay_ms,packet_loss,queue_delay_ms,jpeg_quality,n_total_manifest_rows,n_evaluated_videos,n_skipped_videos,video_top1_accuracy,avg_confidence,n_gt_classes_in_eval,n_pred_classes_in_eval,n_chunks,n_effective_chunks,n_dropped_chunks,chunk_top1_accuracy,infer_avg_ms,infer_p95_ms,tx_avg_ms,first_result_ms,end_to_end_avg_ms,prediction_switch_rate_avg,run_wall_time_sec,run_wall_time_min
chunk_frames_4__input_resize_182__sampling_rate_12__stride_frames_8__bandwidth_mbps_8_0__network_delay_ms_20_0__packet_loss_0_05__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,12,182,182,8,8.0,20.0,0.05,0.0,80,20,20,0,0.6,0.7472941013410055,7,14,508,485,23,0.6268041237113402,10.362965567029962,11.459340002329554,31.060248908095478,63.74787226586632,61.370679404014496,0.1525088662392188,8.046503999998095,0.1341083999999682
chunk_frames_4__input_resize_182__sampling_rate_12__stride_frames_8__bandwidth_mbps_8_0__network_delay_ms_20_0__packet_loss_0_01__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,12,182,182,8,8.0,20.0,0.01,0.0,80,20,20,0,0.6,0.7487720507053134,7,14,508,499,9,0.6232464929859719,10.367151102422255,11.700580000615442,31.060248908095478,63.80131882810383,61.38417734240222,0.1529415318188714,8.247959100001026,0.1374659850000171
chunk_frames_4__input_resize_182__sampling_rate_12__stride_frames_4__bandwidth_mbps_8_0__network_delay_ms_20_0__packet_loss_0_01__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,12,182,182,4,8.0,20.0,0.01,0.0,80,20,20,0,0.6,0.7515909205306717,7,14,1009,998,11,0.6172344689378757,10.454407414829095,11.795264999636856,31.018093990027253,64.06122312505758,61.472543295966375,0.1461331087567434,15.655398999999306,0.2609233166666551
chunk_frames_4__input_resize_182__sampling_rate_12__stride_frames_8__bandwidth_mbps_8_0__network_delay_ms_20_0__packet_loss_0_2__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,12,182,182,8,8.0,20.0,0.2,0.0,80,20,20,0,0.65,0.7575046883443756,7,13,508,416,92,0.6322115384615384,10.404391346215702,11.680149999847345,31.060248908095478,63.65567828154599,61.58444975216522,0.1566653229811124,7.299044200000935,0.1216507366666822
chunk_frames_4__input_resize_182__sampling_rate_12__stride_frames_4__bandwidth_mbps_8_0__network_delay_ms_20_0__packet_loss_0_2__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,12,182,182,4,8.0,20.0,0.2,0.0,80,20,20,0,0.6,0.7494161436055503,7,14,1009,828,181,0.6195652173913043,10.602907608620663,12.169229998471565,31.018093990027253,63.9387271090367,61.63647399599989,0.1469485267892908,13.760926599999948,0.2293487766666658
chunk_frames_4__input_resize_182__sampling_rate_12__stride_frames_4__bandwidth_mbps_8_0__network_delay_ms_20_0__packet_loss_0_05__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,12,182,182,4,8.0,20.0,0.05,0.0,80,20,20,0,0.6,0.7517125764370207,7,14,1009,968,41,0.6167355371900827,10.686010330517108,12.302220000310626,31.018093990027253,64.34555812479957,61.71370919415347,0.1479625076161734,15.601404199998797,0.2600234033333132
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_8__bandwidth_mbps_8_0__network_delay_ms_20_0__packet_loss_0_2__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,8,8.0,20.0,0.2,0.0,80,20,20,0,0.65,0.7622039857894409,7,13,568,461,107,0.6247288503253796,11.11025466385782,12.80899999983376,30.990036655479752,64.19365789066796,62.21647966724719,0.1858211906934144,8.513023399998929,0.1418837233333154
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_8__bandwidth_mbps_8_0__network_delay_ms_20_0__packet_loss_0_05__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,8,8.0,20.0,0.05,0.0,80,20,20,0,0.65,0.7649175176216921,7,13,568,542,26,0.6180811808118081,11.182227859864382,13.034289998904566,30.990036655479752,64.55851765686239,62.22691190045479,0.16612822227852,9.603444199998194,0.1600574033333032
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_8__bandwidth_mbps_8_0__network_delay_ms_20_0__packet_loss_0_01__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,8,8.0,20.0,0.01,0.0,80,20,20,0,0.65,0.7653104647749333,7,13,568,559,9,0.6171735241502684,11.2102794276346,13.083249999544934,30.990036655479752,64.33884765638359,62.23927232790294,0.160251196923991,9.82632999999987,0.1637721666666645
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_8_0__network_delay_ms_20_0__packet_loss_0_2__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,8.0,20.0,0.2,0.0,80,20,20,0,0.65,0.7677798093335242,7,13,1129,921,208,0.6308360477741585,11.540829207423862,13.84429999961867,30.95332048549601,64.92019960923645,62.44522469296946,0.1201280641406769,16.40854749999926,0.2734757916666543
