effective_sampling_rate,video_top1_accuracy,chunk_top1_accuracy,prediction_switch_rate_avg,infer_avg_ms,tx_avg_ms,end_to_end_avg_ms,n_dropped_chunks
6,0.65,0.5889852786026434,0.1678269850666461,11.082935827490289,265.2201166231386,333.0891852045629,58.05555555555556
12,0.5861111111111111,0.5985954596636537,0.14745439973773553,10.88035622015437,266.97472527256264,334.690432088025,42.666666666666664
