name,model_name,backend_used,effective_clip_frames,effective_sampling_rate,input_resize,input_crop,stride_frames,bandwidth_mbps,network_delay_ms,packet_loss,queue_delay_ms,jpeg_quality,n_total_manifest_rows,n_evaluated_videos,n_skipped_videos,video_top1_accuracy,avg_confidence,n_gt_classes_in_eval,n_pred_classes_in_eval,n_chunks,n_effective_chunks,n_dropped_chunks,chunk_top1_accuracy,infer_avg_ms,infer_p95_ms,tx_avg_ms,first_result_ms,end_to_end_avg_ms,prediction_switch_rate_avg,run_wall_time_sec,run_wall_time_min
chunk_frames_4__input_resize_182__sampling_rate_12__stride_frames_4__bandwidth_mbps_8_0__network_delay_ms_0_0__packet_loss_0_0__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,12,182,182,4,8.0,0.0,0.0,0.0,80,20,20,0,0.6,0.7517902925622966,7,14,1009,1009,0,0.6164519326065411,10.967536075315584,14.006380001228536,31.018093990027253,44.08500382780767,41.98563006534284,0.1449355731734524,16.47053710000182,0.274508951666697
chunk_frames_4__input_resize_182__sampling_rate_12__stride_frames_4__bandwidth_mbps_8_0__network_delay_ms_0_0__packet_loss_0_01__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,12,182,182,4,8.0,0.0,0.01,0.0,80,20,20,0,0.6,0.7515909205306717,7,14,1009,998,11,0.6172344689378757,11.368392384778751,14.864524997938132,31.018093990027253,43.95878312537534,42.38652826591603,0.1461331087567434,16.840451699998084,0.2806741949999681
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_8_0__network_delay_ms_20_0__packet_loss_0_01__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,8.0,20.0,0.01,0.0,80,20,20,0,0.65,0.7714589466182934,7,13,1129,1117,12,0.6159355416293644,9.699658012569095,11.975220000022093,30.95332048549601,62.16507882804581,60.67858017433051,0.1272199349958512,16.131353100001434,0.2688558850000239
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_8_0__network_delay_ms_20_0__packet_loss_0_05__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,8.0,20.0,0.05,0.0,80,20,20,0,0.65,0.770843373457059,7,13,1129,1082,47,0.6173752310536045,9.70594999999942,11.990759998843714,30.95332048549601,62.22601453131938,60.707954570528535,0.1277973403014327,15.761890999998286,0.2626981833333047
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_8__bandwidth_mbps_8_0__network_delay_ms_20_0__packet_loss_0_01__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,8,8.0,20.0,0.01,0.0,80,20,20,0,0.65,0.7653104647749333,7,13,568,559,9,0.6171735241502684,9.679741681476264,11.82223000105296,30.990036655479752,62.614552656216254,60.7087345817446,0.160251196923991,8.5382924000005,0.1423048733333416
chunk_frames_4__input_resize_182__sampling_rate_12__stride_frames_8__bandwidth_mbps_8_0__network_delay_ms_20_0__packet_loss_0_01__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,12,182,182,8,8.0,20.0,0.01,0.0,80,20,20,0,0.6,0.7487720507053134,7,14,508,499,9,0.6232464929859719,9.70393306611614,12.056840000877855,31.060248908095478,62.190753828275774,60.7209593060961,0.1529415318188714,7.686056200000166,0.1281009366666694
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_8__bandwidth_mbps_8_0__network_delay_ms_20_0__packet_loss_0_05__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,8,8.0,20.0,0.05,0.0,80,20,20,0,0.65,0.7649175176216921,7,13,568,542,26,0.6180811808118081,9.690230073695057,12.01783999949838,30.990036655479752,62.53282265579619,60.73491411428546,0.16612822227852,8.352321800000936,0.1392053633333489
chunk_frames_4__input_resize_182__sampling_rate_12__stride_frames_8__bandwidth_mbps_8_0__network_delay_ms_20_0__packet_loss_0_05__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,12,182,182,8,8.0,20.0,0.05,0.0,80,20,20,0,0.6,0.7472941013410055,7,14,508,485,23,0.6268041237113402,9.751409278351744,12.285679999331473,31.060248908095478,62.60599226634368,60.75912311533628,0.1525088662392188,7.5330856000000495,0.1255514266666675
chunk_frames_4__input_resize_182__sampling_rate_12__stride_frames_8__bandwidth_mbps_8_0__network_delay_ms_20_0__packet_loss_0_0__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,12,182,182,8,8.0,20.0,0.0,0.0,80,20,20,0,0.6,0.7490797218665765,7,14,508,508,0,0.6200787401574803,9.764324015831814,12.223745000301276,31.060248908095478,62.31889882832911,60.824572923927285,0.1481148511765622,7.841959900000802,0.13069933166668
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_8__bandwidth_mbps_8_0__network_delay_ms_20_0__packet_loss_0_0__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,8,8.0,20.0,0.0,0.0,80,20,20,0,0.65,0.7719167417708062,7,13,568,568,0,0.6161971830985915,9.89825950712106,12.359585001286176,30.990036655479752,62.54864382794767,60.88829616260081,0.1587470535999947,8.831203200003074,0.1471867200000512
