name,model_name,backend_used,effective_clip_frames,effective_sampling_rate,input_resize,input_crop,stride_frames,bandwidth_mbps,network_delay_ms,packet_loss,queue_delay_ms,jpeg_quality,n_total_manifest_rows,n_evaluated_videos,n_skipped_videos,video_top1_accuracy,avg_confidence,n_gt_classes_in_eval,n_pred_classes_in_eval,n_chunks,n_effective_chunks,n_dropped_chunks,chunk_top1_accuracy,infer_avg_ms,infer_p95_ms,tx_avg_ms,first_result_ms,end_to_end_avg_ms,prediction_switch_rate_avg,run_wall_time_sec,run_wall_time_min
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_1_0__network_delay_ms_20_0__packet_loss_0_01__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,1.0,20.0,0.01,0.0,80,20,20,0,0.65,0.7714589466182934,7,13,1129,1117,12,0.6159355416293644,9.880828290065239,12.240820000442909,247.62656388396812,295.9363456247447,277.71220558415644,0.12721993499585124,16.64774960000068,0.27746249333334466
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_1_0__network_delay_ms_20_0__packet_loss_0_05__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,1.0,20.0,0.05,0.0,80,20,20,0,0.65,0.770843373457059,7,13,1129,1082,47,0.6173752310536045,9.823469685659788,12.45028000066668,247.62656388396812,286.80774625018967,277.83950624989274,0.1277973403014327,16.17236540000158,0.2695394233333597
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_1_0__network_delay_ms_20_0__packet_loss_0_2__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,1.0,20.0,0.2,0.0,80,20,20,0,0.65,0.7677798093335242,7,13,1129,921,208,0.6308360477741585,9.989115852339706,12.365599999611732,247.62656388396812,286.2605068748191,277.22427973670455,0.12012806414067698,14.53714570000011,0.24228576166666851
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_1_0__network_delay_ms_50_0__packet_loss_0_01__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,1.0,50.0,0.01,0.0,80,20,20,0,0.65,0.7714589466182934,7,13,1129,1117,12,0.6159355416293644,10.733735989315058,11.968260000139708,247.62656388396812,318.30252062484215,308.56511328340633,0.12721993499585124,17.99607549999928,0.29993459166665465
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_1_0__network_delay_ms_50_0__packet_loss_0_05__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,1.0,50.0,0.05,0.0,80,20,20,0,0.65,0.770843373457059,7,13,1129,1082,47,0.6173752310536045,10.923148798556985,12.6183550026326,247.62656388396812,318.6426362497441,308.93918536278983,0.1277973403014327,17.741330000000744,0.2956888333333457
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_1_0__network_delay_ms_50_0__packet_loss_0_2__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,1.0,50.0,0.2,0.0,80,20,20,0,0.65,0.7677798093335242,7,13,1129,921,208,0.6308360477741585,10.839360152025142,12.03479999821866,247.62656388396812,318.0115768747739,308.07452403638985,0.12012806414067698,15.633148200002324,0.2605524700000387
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_1_0__network_delay_ms_100_0__packet_loss_0_01__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,1.0,100.0,0.01,0.0,80,20,20,0,0.65,0.7714589466182934,7,13,1129,1117,12,0.6159355416293644,10.714345568448378,11.868719998165034,247.62656388396812,368.2771206249745,358.54572286254006,0.12721993499585124,17.869249300001684,0.2978208216666947
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_1_0__network_delay_ms_100_0__packet_loss_0_05__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,1.0,100.0,0.05,0.0,80,20,20,0,0.65,0.770843373457059,7,13,1129,1082,47,0.6173752310536045,10.783463586003714,12.041350000799866,247.62656388396812,368.4570712495697,358.7995001502366,0.1277973403014327,17.461845199999516,0.2910307533333253
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_1_0__network_delay_ms_100_0__packet_loss_0_2__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,1.0,100.0,0.2,0.0,80,20,20,0,0.65,0.7677798093335242,7,13,1129,921,208,0.6308360477741585,10.94060097718514,12.642499998037238,247.62656388396812,368.5653568747468,358.1757648615502,0.12012806414067698,15.730843199999072,0.26218071999998455
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_4_0__network_delay_ms_20_0__packet_loss_0_01__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,4.0,20.0,0.01,0.0,80,20,20,0,0.65,0.7714589466182934,7,13,1129,1117,12,0.6159355416293644,10.529576096702344,11.788299999170704,61.90664097099203,96.55893265660416,92.48742042022518,0.12721993499585124,17.54699089999849,0.29244984833330817
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_4_0__network_delay_ms_20_0__packet_loss_0_05__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,4.0,20.0,0.05,0.0,80,20,20,0,0.65,0.770843373457059,7,13,1129,1082,47,0.6173752310536045,10.64456229205344,12.028629999804252,61.90664097099203,96.25882906181505,92.64857143311167,0.1277973403014327,17.25247390000004,0.28754123166666734
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_4_0__network_delay_ms_20_0__packet_loss_0_2__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,4.0,20.0,0.2,0.0,80,20,20,0,0.65,0.7677798093335242,7,13,1129,921,208,0.6308360477741585,10.570051791543612,11.755600000469713,61.90664097099203,96.18374921853392,92.37884276263482,0.12012806414067698,15.230388799998764,0.25383981333331274
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_4_0__network_delay_ms_50_0__packet_loss_0_01__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,4.0,50.0,0.01,0.0,80,20,20,0,0.65,0.7714589466182934,7,13,1129,1117,12,0.6159355416293644,10.924463205047005,12.370919999375474,61.90664097099203,126.32211265595834,122.88230752856984,0.12721993499585124,18.112670499998785,0.30187784166664644
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_4_0__network_delay_ms_50_0__packet_loss_0_05__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,4.0,50.0,0.05,0.0,80,20,20,0,0.65,0.770843373457059,7,13,1129,1082,47,0.6173752310536045,10.674245933536064,11.844285000915988,61.90664097099203,125.90040906256763,122.67825507459429,0.1277973403014327,17.30718120000165,0.28845302000002754
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_4_0__network_delay_ms_50_0__packet_loss_0_2__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,4.0,50.0,0.2,0.0,80,20,20,0,0.65,0.7677798093335242,7,13,1129,921,208,0.6308360477741585,10.824054723114477,12.349300002824748,61.90664097099203,126.00936921876273,122.63284569420568,0.12012806414067698,15.60166990000289,0.26002783166671484
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_4_0__network_delay_ms_100_0__packet_loss_0_01__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,4.0,100.0,0.01,0.0,80,20,20,0,0.65,0.7714589466182934,7,13,1129,1117,12,0.6159355416293644,10.706580304433606,12.358759999187898,61.90664097099203,176.53352265647845,172.66442462795644,0.12721993499585124,17.792310200002248,0.2965385033333708
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_4_0__network_delay_ms_100_0__packet_loss_0_05__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,4.0,100.0,0.05,0.0,80,20,20,0,0.65,0.770843373457059,7,13,1129,1082,47,0.6173752310536045,11.103531608153787,14.423264999823012,61.90664097099203,175.76538406287727,173.107540749212,0.1277973403014327,17.88181060000352,0.2980301766667253
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_4_0__network_delay_ms_100_0__packet_loss_0_2__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,4.0,100.0,0.2,0.0,80,20,20,0,0.65,0.7677798093335242,7,13,1129,921,208,0.6308360477741585,11.659216503863446,14.546799997333437,61.90664097099203,176.78034421928606,173.46800747495465,0.12012806414067698,16.577404400002706,0.27629007333337846
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_8_0__network_delay_ms_20_0__packet_loss_0_01__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,8.0,20.0,0.01,0.0,80,20,20,0,0.65,0.7714589466182934,7,13,1129,1117,12,0.6159355416293644,11.499808504914599,13.68019999936223,30.953320485496015,64.94081382793229,62.478730666676014,0.12721993499585124,18.892504200000985,0.3148750700000164
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_8_0__network_delay_ms_20_0__packet_loss_0_05__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,8.0,20.0,0.05,0.0,80,20,20,0,0.65,0.770843373457059,7,13,1129,1082,47,0.6173752310536045,11.753583733794272,14.51923500189878,30.953320485496015,65.35078453084134,62.75558830432338,0.1277973403014327,18.775026200000866,0.31291710333334777
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_8_0__network_delay_ms_20_0__packet_loss_0_2__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,8.0,20.0,0.2,0.0,80,20,20,0,0.65,0.7677798093335242,7,13,1129,921,208,0.6308360477741585,11.540829207423862,13.84429999961867,30.953320485496015,64.92019960923645,62.44522469296946,0.12012806414067698,16.40854749999926,0.2734757916666543
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_8_0__network_delay_ms_50_0__packet_loss_0_01__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,8.0,50.0,0.01,0.0,80,20,20,0,0.65,0.7714589466182934,7,13,1129,1117,12,0.6159355416293644,10.658669471872953,12.494420000439279,30.953320485496015,94.20356882867782,91.63759163363437,0.12721993499585124,17.68099429999711,0.2946832383332852
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_8_0__network_delay_ms_50_0__packet_loss_0_05__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,8.0,50.0,0.05,0.0,80,20,20,0,0.65,0.770843373457059,7,13,1129,1082,47,0.6173752310536045,10.654191589560847,12.340525000763591,30.953320485496015,94.1893145309441,91.65619616008996,0.1277973403014327,17.276808899998287,0.28794681499997143
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_8_0__network_delay_ms_50_0__packet_loss_0_2__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,8.0,50.0,0.2,0.0,80,20,20,0,0.65,0.7677798093335242,7,13,1129,921,208,0.6308360477741585,10.714476330111756,11.8216000009852,30.953320485496015,94.20982960907568,91.61887181565736,0.12012806414067698,15.51354590000119,0.25855909833335317
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_8_0__network_delay_ms_100_0__packet_loss_0_01__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,8.0,100.0,0.01,0.0,80,20,20,0,0.65,0.7714589466182934,7,13,1129,1117,12,0.6159355416293644,10.82111736798431,12.372800000593998,30.953320485496015,144.57254882848065,141.80003952974573,0.12721993499585124,18.00645319999967,0.30010755333332784
