label,n_samples,video_accuracy,avg_confidence
abseiling,3,0.6666666666666666,0.7338015593810202
air drumming,3,1.0,0.7339443414299577
answering questions,3,0.6666666666666666,0.31652188897934014
applauding,3,0.0,0.32831859629041227
applying cream,3,0.6666666666666666,0.5081361576027813
archery,3,0.6666666666666666,0.6812983708475869
arm wrestling,3,1.0,0.9999184186259905
arranging flowers,3,1.0,0.9746298962120526
assembling computer,3,1.0,0.7554902963730363
auctioning,3,0.0,0.4090352718243402
baby waking up,3,1.0,0.43337865654620683
baking cookies,3,0.6666666666666666,0.5462087838117171
balloon blowing,3,1.0,0.9770605505133668
bandaging,3,1.0,0.6938354928350927
barbequing,3,1.0,0.5908660071757105
bartending,3,0.3333333333333333,0.6871849637451461
beatboxing,2,0.5,0.3458713376894593
