stride_frames,video_top1_accuracy,chunk_top1_accuracy,prediction_switch_rate_avg,infer_avg_ms,tx_avg_ms,end_to_end_avg_ms,n_dropped_chunks
4,0.6194444444444445,0.5929747096090509,0.1483637699215536,10.29199022989692,265.9254399386608,299.51806632621754,14.833333333333334
8,0.6166666666666667,0.5922985920621615,0.16062026254287273,10.323842732285923,266.2694019570405,300.25086099213564,8.61111111111111
