effective_sampling_rate,video_top1_accuracy,chunk_top1_accuracy,prediction_switch_rate_avg,infer_avg_ms,tx_avg_ms,end_to_end_avg_ms,n_dropped_chunks
6,0.65,0.5865593438055728,0.16434805225851531,10.111883152515624,265.2201166231386,298.6211855811386,13.444444444444445
12,0.5861111111111111,0.5987139578656394,0.14463598020591098,10.503949809667219,266.97472527256264,301.1477417372145,10.0
