effective_clip_frames,bandwidth_mbps,video_top1_accuracy,chunk_top1_accuracy,prediction_switch_rate_avg,infer_avg_ms,tx_avg_ms,end_to_end_avg_ms,n_dropped_chunks
4,1.0,0.625,0.6183347694641185,0.14673611792661864,9.78040348808229,248.04340007819695,281.2116558440729,14.833333333333334
4,4.0,0.625,0.6183347694641185,0.14673611792661864,9.882559612531367,62.01085001954925,95.24037270152901,14.833333333333334
4,8.0,0.625,0.6183347694641185,0.14673611792661864,9.955769045898494,31.005425009774626,64.30134225706398,14.833333333333334
8,1.0,0.65,0.5961092361159265,0.1793780967910007,10.147652603557454,496.44429736001985,529.7412994762985,12.333333333333334
8,4.0,0.65,0.5961092361159265,0.1793780967910007,10.148322487767892,124.11107434000496,157.54673420595316,12.333333333333334
8,8.0,0.65,0.5961092361159265,0.1793780967910007,10.085469759531772,62.05553717000248,95.45134228529108,12.333333333333334
16,1.0,0.5791666666666667,0.5634659469267735,0.13736183397902008,10.907670211116033,997.2408760386238,1032.5656252389417,8.0
16,4.0,0.5791666666666667,0.5634659469267735,0.13736183397902008,10.900031076688517,249.31021900965595,283.8145198336449,8.0
16,8.0,0.5791666666666667,0.5634659469267735,0.13736183397902008,10.96337004464897,124.65510950482798,159.08728108979383,8.0
