network_delay_ms,packet_loss,video_top1_accuracy,chunk_top1_accuracy,prediction_switch_rate_avg,infer_avg_ms,tx_avg_ms,end_to_end_avg_ms,n_dropped_chunks
0.0,0.0,0.6208333333333333,0.5920145174059634,0.15369909908929755,10.28710326483679,266.09742094785065,276.38452421268744,0.0
0.0,0.01,0.6208333333333333,0.5923391789686945,0.15433807162848773,10.277413675986542,266.09742094785065,276.35100618298384,8.333333333333334
0.0,0.05,0.6125,0.5935562561321606,0.1554388779788542,10.382258781065413,266.09742094785065,276.9408868604729,26.833333333333332
20.0,0.0,0.6208333333333333,0.5920145174059634,0.15369909908929755,10.270780977115757,266.09742094785065,296.36820192496646,0.0
20.0,0.01,0.6208333333333333,0.5923391789686945,0.15433807162848773,10.272570445346737,266.09742094785065,296.346162952344,8.333333333333334
20.0,0.05,0.6125,0.5935562561321606,0.1554388779788542,10.275545275652554,266.09742094785065,296.83417335506,26.833333333333332
50.0,0.0,0.6208333333333333,0.5920145174059634,0.15369909908929755,10.336314651695856,266.09742094785065,326.4337355995465,0.0
50.0,0.01,0.6208333333333333,0.5923391789686945,0.15433807162848773,10.322781962474277,266.09742094785065,326.3963744694716,8.333333333333334
50.0,0.05,0.6125,0.5935562561321606,0.1554388779788542,10.34647929564886,266.09742094785065,326.90510737505633,26.833333333333332
