effective_clip_frames,video_top1_accuracy,chunk_top1_accuracy,prediction_switch_rate_avg,infer_avg_ms,tx_avg_ms,end_to_end_avg_ms,n_dropped_chunks
4,0.625,0.6183347694641185,0.14673611792661867,9.872910715504052,113.68655836917361,146.91779026755532,14.833333333333334
8,0.65,0.5961092361159265,0.1793780967910007,10.127148283619038,227.5369696233424,260.91312532251425,12.333333333333334
16,0.5791666666666667,0.5634659469267734,0.1373618339790201,10.923690444151175,457.06873485103597,491.82247538746014,8.0
